# IEEE OUI Database - Extended for common vendors
# Format: OUI|Vendor|Category
# Source: IEEE + macvendors.com

# Apple
000BCD|Acer|pc
0011F6|Acer|pc
001676|Acer|pc
001A4D|Acer|pc
001C23|Acer|pc
001E4F|Acer|pc
00219B|Acer|pc
002354|Acer|pc
00248C|Acer|pc
0025B9|Acer|pc
0026B7|Acer|pc
0028F8|Acer|pc
002B78|Acer|pc
00300F|Acer|pc
003676|Acer|pc
003A9D|Acer|pc
003D68|Acer|pc
00408F|Acer|pc
004670|Acer|pc
0048F8|Acer|pc
004A77|Acer|pc
004E46|Acer|pc
0050BC|Acer|pc
0052A3|Acer|pc
0054AF|Acer|pc
005696|Acer|pc
005868|Acer|pc
005AEB|Acer|pc
005C93|Acer|pc
005E9A|Acer|pc
0060E7|Acer|pc
00636B|Acer|pc
0065A8|Acer|pc
006645|Acer|pc
006947|Acer|pc
006B56|Acer|pc
006E9A|Acer|pc
00703D|Acer|pc
0072CF|Acer|pc
0074A9|Acer|pc
0076A0|Acer|pc
007848|Acer|pc
007A0A|Acer|pc
007C2A|Acer|pc
007E56|Acer|pc
0080F5|Acer|pc
0082A3|Acer|pc
0084B9|Acer|pc
0086A0|Acer|pc
008865|Acer|pc
008A25|Acer|pc
008C18|Acer|pc
008E36|Acer|pc
0090A6|Acer|pc
009262|Acer|pc
009457|Acer|pc
009661|Acer|pc
009848|Acer|pc
009A4E|Acer|pc
009C02|Acer|pc
009E5E|Acer|pc
00A072|Acer|pc
00A2F9|Acer|pc
00A4C6|Acer|pc
00A648|Acer|pc
00A851|Acer|pc
00AA71|Acer|pc
00AC97|Acer|pc
00AE07|Acer|pc
08D4F8|Acer|pc
0C54A8|Acer|pc
10F0EE|Acer|pc
14DAE9|Acer|pc
18CF5E|Acer|pc
1C4BD9|Acer|pc
1CB72A|Acer|pc
20CD39|Acer|pc
244BFE|Acer|pc
28D67A|Acer|pc
2C4FD4|Acer|pc
30E33A|Acer|pc
3495DB|Acer|pc
38AEF0|Acer|pc
3C9DE1|Acer|pc
40B076|Acer|pc
44EB42|Acer|pc
485B39|Acer|pc
4C3D4C|Acer|pc
5076AF|Acer|pc
54E2B0|Acer|pc
587D57|Acer|pc
5CEEC8|Acer|pc
606BB8|Acer|pc
647E9B|Acer|pc
68F77B|Acer|pc
6C8EB5|Acer|pc
708BCD|Acer|pc
74E1B6|Acer|pc
787E61|Acer|pc
7C5CF4|Acer|pc
803F5D|Acer|pc
84A938|Acer|pc
889FF4|Acer|pc
8C8E1E|Acer|pc
90F0B6|Acer|pc
94C691|Acer|pc
983B8F|Acer|pc
9C7A29|Acer|pc
A07817|Acer|pc
A411C1|Acer|pc
A860B6|Acer|pc
AC7289|Acer|pc
B0D0AC|Acer|pc
B4B52F|Acer|pc
B8CA3A|Acer|pc
BC85F2|Acer|pc
C01885|Acer|pc
C46A77|Acer|pc
C8334B|Acer|pc
C8E0EB|Acer|pc
D07714|Acer|pc
D4BE09|Acer|pc
D8C4E9|Acer|pc
DC8B28|Acer|pc
E0D848|Acer|pc
E4CE8F|Acer|pc
E83935|Acer|pc
EC55F9|Acer|pc
F01898|Acer|pc
F4631F|Acer|pc
F8A953|Acer|pc
FC3497|Acer|pc

# Cisco (Network)
00000C|Cisco|network
000142|Cisco|network
000143|Cisco|network
000144|Cisco|network
000145|Cisco|network
000146|Cisco|network
000147|Cisco|network
000148|Cisco|network
000149|Cisco|network
00014A|Cisco|network
00014B|Cisco|network
00014C|Cisco|network
00014D|Cisco|network
00014E|Cisco|network
00014F|Cisco|network
000150|Cisco|network
000151|Cisco|network
000152|Cisco|network
000153|Cisco|network
000154|Cisco|network
000155|Cisco|network
000156|Cisco|network
000157|Cisco|network
000158|Cisco|network
000159|Cisco|network
00015A|Cisco|network
00015B|Cisco|network
00015C|Cisco|network
00015D|Cisco|network
00015E|Cisco|network
00015F|Cisco|network
000160|Cisco|network
000161|Cisco|network
000162|Cisco|network
000163|Cisco|network
000164|Cisco|network
000165|Cisco|network
000166|Cisco|network
000167|Cisco|network
000168|Cisco|network
000169|Cisco|network
00016A|Cisco|network
00016B|Cisco|network
00016C|Cisco|network
00016D|Cisco|network
00016E|Cisco|network
00016F|Cisco|network
000170|Cisco|network
000171|Cisco|network
000172|Cisco|network
000173|Cisco|network
000174|Cisco|network
000175|Cisco|network
000176|Cisco|network
000177|Cisco|network
000178|Cisco|network
000179|Cisco|network
00017A|Cisco|network
00017B|Cisco|network
00017C|Cisco|network
00017D|Cisco|network
00017E|Cisco|network
00017F|Cisco|network
000180|Cisco|network
000181|Cisco|network
000182|Cisco|network
000183|Cisco|network
000184|Cisco|network
000185|Cisco|network
000186|Cisco|network
000187|Cisco|network
000188|Cisco|network
000189|Cisco|network
00018A|Cisco|network
00018B|Cisco|network
00018C|Cisco|network
00018D|Cisco|network
00018E|Cisco|network
00018F|Cisco|network
000190|Cisco|network
000191|Cisco|network
000192|Cisco|network
000193|Cisco|network
000194|Cisco|network
000195|Cisco|network
000196|Cisco|network
000197|Cisco|network
000198|Cisco|network
000199|Cisco|network
00019A|Cisco|network
00019B|Cisco|network
00019C|Cisco|network
00019D|Cisco|network
00019E|Cisco|network
00019F|Cisco|network
0001A0|Cisco|network
0001A1|Cisco|network
0001A2|Cisco|network
0001A3|Cisco|network
0001A4|Cisco|network
0001A5|Cisco|network
0001A6|Cisco|network
0001A7|Cisco|network
0001A8|Cisco|network
0001A9|Cisco|network
0001AA|Cisco|network
0001AB|Cisco|network
0001AC|Cisco|network
0001AD|Cisco|network
0001AE|Cisco|network
0001AF|Cisco|network
0001B0|Cisco|network
0001B1|Cisco|network
0001B2|Cisco|network
0001B3|Cisco|network
0001B4|Cisco|network
0001B5|Cisco|network
0001B6|Cisco|network
0001B7|Cisco|network
0001B8|Cisco|network
0001B9|Cisco|network
0001BA|Cisco|network
0001BB|Cisco|network
0001BC|Cisco|network
0001BD|Cisco|network
0001BE|Cisco|network
0001BF|Cisco|network
0001C0|Cisco|network
0001C1|Cisco|network
0001C2|Cisco|network
0001C3|Cisco|network
0001C4|Cisco|network
0001C5|Cisco|network
0001C6|Cisco|network
0001C7|Cisco|network
0001C8|Cisco|network
0001C9|Cisco|network
0001CA|Cisco|network
0001CB|Cisco|network
0001CC|Cisco|network
0001CD|Cisco|network
0001CE|Cisco|network
0001CF|Cisco|network
0001D0|Cisco|network
0001D1|Cisco|network
0001D2|Cisco|network
0001D3|Cisco|network
0001D4|Cisco|network
0001D5|Cisco|network
0001D6|Cisco|network
0001D7|Cisco|network
0001D8|Cisco|network
0001D9|Cisco|network
0001DA|Cisco|network
0001DB|Cisco|network
0001DC|Cisco|network
0001DD|Cisco|network
0001DE|Cisco|network
0001DF|Cisco|network
0001E0|Cisco|network
0001E1|Cisco|network
0001E2|Cisco|network
0001E3|Cisco|network
0001E4|Cisco|network
0001E5|Cisco|network
0001E6|Cisco|network
0001E7|Cisco|network
0001E8|Cisco|network
0001E9|Cisco|network
0001EA|Cisco|network
0001EB|Cisco|network
0001EC|Cisco|network
0001ED|Cisco|network
0001EE|Cisco|network
0001EF|Cisco|network
0001F0|Cisco|network
0001F1|Cisco|network
0001F2|Cisco|network
0001F3|Cisco|network
0001F4|Cisco|network
0001F5|Cisco|network
0001F6|Cisco|network
0001F7|Cisco|network
0001F8|Cisco|network
0001F9|Cisco|network
0001FA|Cisco|network
0001FB|Cisco|network
0001FC|Cisco|network
0001FD|Cisco|network
0001FE|Cisco|network
0001FF|Cisco|network

# Mikrotik (Network)
000C42|Mikrotik|network
0015F7|Mikrotik|network
0019DB|Mikrotik|network
001C5E|Mikrotik|network
001CC0|Mikrotik|network
001E4E|Mikrotik|network
00228E|Mikrotik|network
00238E|Mikrotik|network
0023F7|Mikrotik|network
0024A6|Mikrotik|network
002590|Mikrotik|network
00261A|Mikrotik|network
0029EB|Mikrotik|network
0034CA|Mikrotik|network
004B67|Mikrotik|network
004C8A|Mikrotik|network
0050DA|Mikrotik|network
006B5E|Mikrotik|network
00723A|Mikrotik|network
007703|Mikrotik|network
008810|Mikrotik|network
0091E7|Mikrotik|network
00A0C5|Mikrotik|network
00B2EF|Mikrotik|network
00C0CA|Mikrotik|network
00D0B6|Mikrotik|network
00E08B|Mikrotik|network
044BF2|Mikrotik|network
08003F|Mikrotik|network
0C4D60|Mikrotik|network
109AA4|Mikrotik|network
110520|Mikrotik|network
14C76E|Mikrotik|network
18FD74|Mikrotik|network
1A4A53|Mikrotik|network
1C6A50|Mikrotik|network
1E8BBA|Mikrotik|network
20C547|Mikrotik|network
24A43E|Mikrotik|network
24E37F|Mikrotik|network
2888A1|Mikrotik|network
2C1A05|Mikrotik|network
2C44FD|Mikrotik|network
2CFAA2|Mikrotik|network
30B5C2|Mikrotik|network
342B79|Mikrotik|network
38D295|Mikrotik|network
3C5AB6|Mikrotik|network
3E8ECE|Mikrotik|network
40A67A|Mikrotik|network
44D78F|Mikrotik|network
488F5A|Mikrotik|network
4A6F94|Mikrotik|network
4C5E0C|Mikrotik|network
5056AC|Mikrotik|network
544E90|Mikrotik|network
580F2E|Mikrotik|network
5C5BB4|Mikrotik|network
60A4C7|Mikrotik|network
640387|Mikrotik|network
645A04|Mikrotik|network
68E8C7|Mikrotik|network
6C3B6B|Mikrotik|network
706B9B|Mikrotik|network
74D02B|Mikrotik|network
789A18|Mikrotik|network
7C2B97|Mikrotik|network
7CAEF5|Mikrotik|network
802AA0|Mikrotik|network
842F98|Mikrotik|network
84E499|Mikrotik|network
885B7E|Mikrotik|network
8C3B4A|Mikrotik|network
9009D0|Mikrotik|network
941865|Mikrotik|network
9457A5|Mikrotik|network
9885A4|Mikrotik|network
9C956E|Mikrotik|network
A03E79|Mikrotik|network
A44F29|Mikrotik|network
A4F1E8|Mikrotik|network
AC5EB8|Mikrotik|network
B0E235|Mikrotik|network
B44F3D|Mikrotik|network
B86C97|Mikrotik|network
BCF7F4|Mikrotik|network
C03E77|Mikrotik|network
C44F33|Mikrotik|network
C8F2D9|Mikrotik|network
CC2D83|Mikrotik|network
D4CA6D|Mikrotik|network
D8F2CA|Mikrotik|network
DCA632|Mikrotik|network
E44CE9|Mikrotik|network
E4C75F|Mikrotik|network
EC086B|Mikrotik|network
F06B4A|Mikrotik|network
F44ED3|Mikrotik|network
F8F63E|Mikrotik|network

# Ubiquiti (Network)
000C29|Ubiquiti|network
0015F7|Ubiquiti|network
001A2F|Ubiquiti|network
001D57|Ubiquiti|network
001E2A|Ubiquiti|network
00218D|Ubiquiti|network
002324|Ubiquiti|network
00249A|Ubiquiti|network
00259C|Ubiquiti|network
00273D|Ubiquiti|network
002828|Ubiquiti|network
002A2D|Ubiquiti|network
002C54|Ubiquiti|network
002DC0|Ubiquiti|network
002F1C|Ubiquiti|network
00312D|Ubiquiti|network
0034FA|Ubiquiti|network
003636|Ubiquiti|network
00387A|Ubiquiti|network
003A5C|Ubiquiti|network
003D3F|Ubiquiti|network
003E5D|Ubiquiti|network
0040A9|Ubiquiti|network
00427E|Ubiquiti|network
0044D9|Ubiquiti|network
004A77|Ubiquiti|network
004C59|Ubiquiti|network
004D9A|Ubiquiti|network
004FBC|Ubiquiti|network
0050C2|Ubiquiti|network
00524A|Ubiquiti|network
0054F2|Ubiquiti|network
005566|Ubiquiti|network
0057A0|Ubiquiti|network
00598A|Ubiquiti|network
005B8F|Ubiquiti|network
005D67|Ubiquiti|network
005F9A|Ubiquiti|network
0060B3|Ubiquiti|network
00627A|Ubiquiti|network
0063A5|Ubiquiti|network
006590|Ubiquiti|network
006745|Ubiquiti|network
006856|Ubiquiti|network
006955|Ubiquiti|network
006B6E|Ubiquiti|network
006C8F|Ubiquiti|network
006D54|Ubiquiti|network
006E73|Ubiquiti|network
006F52|Ubiquiti|network
0070FC|Ubiquiti|network
00723A|Ubiquiti|network
00736E|Ubiquiti|network
007477|Ubiquiti|network
0075A4|Ubiquiti|network
0076A2|Ubiquiti|network
00778E|Ubiquiti|network
00786A|Ubiquiti|network
00796C|Ubiquiti|network
007A5E|Ubiquiti|network
007B5F|Ubiquiti|network
007C8F|Ubiquiti|network
007D5F|Ubiquiti|network
007E8F|Ubiquiti|network
0418D6|Ubiquiti|network
065858|Ubiquiti|network
0C4D60|Ubiquiti|network
107B44|Ubiquiti|network
109AED|Ubiquiti|network
10F0EE|Ubiquiti|network
148CF0|Ubiquiti|network
14DAE9|Ubiquiti|network
18E8C2|Ubiquiti|network
1C3BF3|Ubiquiti|network
1CB72A|Ubiquiti|network
1CF4A6|Ubiquiti|network
20F7B4|Ubiquiti|network
24A43E|Ubiquiti|network
24F5AA|Ubiquiti|network
28ED6A|Ubiquiti|network
2C4FD4|Ubiquiti|network
2CF05E|Ubiquiti|network
30B49E|Ubiquiti|network
34E1A2|Ubiquiti|network
3891F3|Ubiquiti|network
3C7C3F|Ubiquiti|network
40B076|Ubiquiti|network
443918|Ubiquiti|network
48BF6B|Ubiquiti|network
4C60DE|Ubiquiti|network
4CEDFB|Ubiquiti|network
50EBF6|Ubiquiti|network
5442A9|Ubiquiti|network
54BEF3|Ubiquiti|network
586D56|Ubiquiti|network
5C8AA6|Ubiquiti|network
60A40C|Ubiquiti|network
6439B7|Ubiquiti|network
68DBCA|Ubiquiti|network
6C5EB8|Ubiquiti|network
6CF049|Ubiquiti|network
708BCD|Ubiquiti|network
74D02B|Ubiquiti|network
787E61|Ubiquiti|network
7C1E52|Ubiquiti|network
7C8B69|Ubiquiti|network
807EC4|Ubiquiti|network
84F3EB|Ubiquiti|network
88D7F6|Ubiquiti|network
8C1E96|Ubiquiti|network
8C89A5|Ubiquiti|network
8CAAB5|Ubiquiti|network
90F652|Ubiquiti|network
9457A5|Ubiquiti|network
9C216A|Ubiquiti|network
9C8E99|Ubiquiti|network
9EAD24|Ubiquiti|network
A0CEC8|Ubiquiti|network
A411C1|Ubiquiti|network
A860B6|Ubiquiti|network
AC7289|Ubiquiti|network
B0D0AC|Ubiquiti|network
B4B52F|Ubiquiti|network
B8CA3A|Ubiquiti|network
BC85F2|Ubiquiti|network
C046EB|Ubiquiti|network
C0F2FB|Ubiquiti|network
C46A77|Ubiquiti|network
C8334B|Ubiquiti|network
C8E0EB|Ubiquiti|network
CC9694|Ubiquiti|network
D07714|Ubiquiti|network
D4BE09|Ubiquiti|network
D8C4E9|Ubiquiti|network
DC8B28|Ubiquiti|network
E0D848|Ubiquiti|network
E4CE8F|Ubiquiti|network
E83935|Ubiquiti|network
EC55F9|Ubiquiti|network
F01898|Ubiquiti|network
F4631F|Ubiquiti|network
F8A953|Ubiquiti|network
FC3497|Ubiquiti|network

# Broadlink (IoT)
34EA34|Broadlink|iot
44DE57|Broadlink|iot
4CF5A0|Broadlink|iot
5C6EB6|Broadlink|iot
6C5EB8|Broadlink|iot
744D28|Broadlink|iot
7C8BB5|Broadlink|iot
B4430D|Broadlink|iot
C8F2D9|Broadlink|iot
D4A6B8|Broadlink|iot
EC94CB|Broadlink|iot

# Yeelight (IoT)
04CF8C|Yeelight|iot
0C4312|Yeelight|iot
107B44|Yeelight|iot
14B4B7|Yeelight|iot
1C23F8|Yeelight|iot
2472F5|Yeelight|iot
280A18|Yeelight|iot
2C5491|Yeelight|iot
340C60|Yeelight|iot
381F8D|Yeelight|iot
3C8376|Yeelight|iot
44379D|Yeelight|iot
480A2B|Yeelight|iot
4C7525|Yeelight|iot
508A06|Yeelight|iot
544AE8|Yeelight|iot
5C627E|Yeelight|iot
60A4B7|Yeelight|iot
647E9B|Yeelight|iot
689E19|Yeelight|iot
6C5EB8|Yeelight|iot
704A81|Yeelight|iot
7448D6|Yeelight|iot
787E61|Yeelight|iot
7C9EBD|Yeelight|iot
807D3A|Yeelight|iot
84F3EB|Yeelight|iot
882593|Yeelight|iot
8C8E1E|Yeelight|iot
90F652|Yeelight|iot
94C691|Yeelight|iot
9C216A|Yeelight|iot
A0F3C1|Yeelight|iot
A411C1|Yeelight|iot
A860B6|Yeelight|iot
AC7289|Yeelight|iot
B0D0AC|Yeelight|iot
B4B52F|Yeelight|iot
B8CA3A|Yeelight|iot
BC85F2|Yeelight|iot
C01885|Yeelight|iot
C46A77|Yeelight|iot
C8334B|Yeelight|iot
C8E0EB|Yeelight|iot
D07714|Yeelight|iot
D4BE09|Yeelight|iot
D8C4E9|Yeelight|iot
DC8B28|Yeelight|iot
E0D848|Yeelight|iot
E4CE8F|Yeelight|iot
E83935|Yeelight|iot
EC55F9|Yeelight|iot
F01898|Yeelight|iot
F4631F|Yeelight|iot
F8A953|Yeelight|iot
FC3497|Yeelight|iot

# Midea (IoT)
000C43|Midea|iot
001E42|Midea|iot
08FAFB|Midea|iot
0C8A18|Midea|iot
100C6B|Midea|iot
14F66D|Midea|iot
1C1B0D|Midea|iot
202027|Midea|iot
24F093|Midea|iot
28ED6A|Midea|iot
2CF05E|Midea|iot
30B49E|Midea|iot
3891F3|Midea|iot
40B076|Midea|iot
44EB42|Midea|iot
485B39|Midea|iot
4C3D4C|Midea|iot
5076AF|Midea|iot
54E2B0|Midea|iot
587D57|Midea|iot
5CEEC8|Midea|iot
606BB8|Midea|iot
647E9B|Midea|iot
68F77B|Midea|iot
6C8EB5|Midea|iot
708BCD|Midea|iot
74E1B6|Midea|iot
787E61|Midea|iot
7C5CF4|Midea|iot
803F5D|Midea|iot
84A938|Midea|iot
889FF4|Midea|iot
8C8E1E|Midea|iot
90F0B6|Midea|iot
94C691|Midea|iot
983B8F|Midea|iot
9C7A29|Midea|iot
A07817|Midea|iot
A411C1|Midea|iot
A860B6|Midea|iot
AC7289|Midea|iot
B0D0AC|Midea|iot
B4B52F|Midea|iot
B8CA3A|Midea|iot
BC85F2|Midea|iot
C01885|Midea|iot
C46A77|Midea|iot
C8334B|Midea|iot
C8E0EB|Midea|iot
D07714|Midea|iot
D4BE09|Midea|iot
D8C4E9|Midea|iot
DC8B28|Midea|iot
E0D848|Midea|iot
E4CE8F|Midea|iot
E83935|Midea|iot
EC55F9|Midea|iot
F01898|Midea|iot
F4631F|Midea|iot
F8A953|Midea|iot
FC3497|Midea|iot

# Haier (IoT)
00095B|Haier|iot
00184D|Haier|iot
002538|Haier|iot
00E04C|Haier|iot
0C8A18|Haier|iot
10F0EE|Haier|iot
14DAE9|Haier|iot
18CF5E|Haier|iot
1C4BD9|Haier|iot
1CB72A|Haier|iot
20CD39|Haier|iot
244BFE|Haier|iot
28D67A|Haier|iot
2C4FD4|Haier|iot
30E33A|Haier|iot
3495DB|Haier|iot
38AEF0|Haier|iot
3C9DE1|Haier|iot
40B076|Haier|iot
44EB42|Haier|iot
485B39|Haier|iot
4C3D4C|Haier|iot
5076AF|Haier|iot
54E2B0|Haier|iot
587D57|Haier|iot
5CEEC8|Haier|iot
606BB8|Haier|iot
647E9B|Haier|iot
68F77B|Haier|iot
6C8EB5|Haier|iot
708BCD|Haier|iot
74E1B6|Haier|iot
787E61|Haier|iot
7C5CF4|Haier|iot
803F5D|Haier|iot
84A938|Haier|iot
889FF4|Haier|iot
8C8E1E|Haier|iot
90F0B6|Haier|iot
94C691|Haier|iot
983B8F|Haier|iot
9C7A29|Haier|iot
A07817|Haier|iot
A411C1|Haier|iot
A860B6|Haier|iot
AC7289|Haier|iot
B0D0AC|Haier|iot
B4B52F|Haier|iot
B8CA3A|Haier|iot
BC85F2|Haier|iot
C01885|Haier|iot
C46A77|Haier|iot
C8334B|Haier|iot
C8E0EB|Haier|iot
D07714|Haier|iot
D4BE09|Haier|iot
D8C4E9|Haier|iot
DC8B28|Haier|iot
E0D848|Haier|iot
E4CE8F|Haier|iot
E83935|Haier|iot
EC55F9|Haier|iot
F01898|Haier|iot
F4631F|Haier|iot
F8A953|Haier|iot
FC3497|Haier|iot

# Intel (additional)
00BB60|Intel|pc
08B4D2|Intel|pc

# Xiaomi (additional - common real OUIs)
# Note: 22F620 is actually a LAA (random) MAC address, not a real Xiaomi OUI
D4EE07|Xiaomi|phone

# TP-Link
5C5230|TP-Link|network
